"Name","mmax","Mmax","R.A.","Dec.","z","Type"
"SN1992G","13.38","-18.8","10:36:18.57,10:36:18.55,10:36:18.51","+37:19:16.2,+37:19:15.99,+37:19:13.9,+37:19:16.0","0.00529,0.00629,0.00529","Ia"
"SN2007bc","15.82","-19","11:19:16.627,11:19:14.64,11:19:14.57","+20:48:48.70,+20:48:32.40,+20:48:32.5","0.02077,0.021851,0.02077","Ia"
"SN2002ha","14.5","-19.4","20:47:18.58,20:47:18.48","+00:18:45.6,+00:18:45.7","0.014046","Ia"
"SN2003kf","14.14","-18.437","06:04:35.42","-12:37:42.8","0.007388","Ia"
"PTF10hml","17.65","-19.25","13:19:49.70,13:19:49.68,13:19:50.66","+41:59:01.6,+41:59:01.68,+41:58:57.4","0.0534,0.0534","Ia"
"SN2013fw","14.94","-19.4457","21:13:44.81","+13:34:33.5","0.016952","Ia"
"SN2002es","15.8","-18.6","03:23:47.23","+40:33:53.5","0.02843","Ia Pec"
"SN2002fb","16.28","-17.9","01:57:48.90","+36:20:26.3","0.015567","Ia-91bg"
"SN2007N","16.26","-17.8","12:49:01.25,12:49:1.20","-09:27:10.2,-09:27:10.19","0.012879","Ia Pec"
"SN2011ao","13.9","-19.4817","11:53:51.03,11:53:51.12,11:53:51.02","+33:21:46.3,+33:21:46.08,+33:21:46.2","0.010694","Ia"
"SN2000bh","16","-18.8","12:21:15.14","-21:59:55.7","0.02281","Ia"
"SN2006bh","14.38","-18.8","22:40:16.10,22:40:16.08","-66:29:06.3,-66:29:06.36","0.010493,0.010847,0.010493","Ia"
"SN2008ar","16.34","-18.9917","12:24:37.92,12:24:37.922","+10:50:17.4,+10:50:16.74","0.026147","Ia"
"SN2017ets","15.66","-20.1","16:13:46.150,16:13:46.08,16:13:46.14,16:13:46.15","+22:54:59.14,+22:54:59.4","0.032","Ia"
"SN2019ein","14.05","-18.632","13:53:29.134,13:53:29.04","+40:16:31.40,+40:16:31.44","0.007755","Ia Pec"
"SN1999cl","12.58","-17.6","12:31:56.01","+14:25:35.3","0.007609","Ia"
"SN2000cn","16.42","-18.4","17:57:40.42","+27:49:58.1","0.02349,0.02349","Ia"
"SN2001ba","15.9","-19.54","11:38:01.76","-32:19:51.0","0.02942","Ia"
"SN2011aa","13.9","-19.8237","07:36:42.63,07:36:42.48","+74:26:34.8,+74:26:35.52,+74:26:34.7","0.012512","Ia Pec?"
"SN2017him","19.2","-18","03:57:45.540,3:57:45.5498,03:57:45.504","+15:55:51.94,+15:55:51.9456,+15:55:51.6","0.05","Ia"
"SN2009kk","15","-18.79","03:49:44.27,03:49:44.320,03:49:44.256","-03:15:51.9,-03:15:52.66,-03:15:52.092","0.0129,0.0124,0.0125","Ia"
"SN2017glq","14.42","-19.1677","02:08:28.000,02:08:27.984,02:08:27.96","+06:23:16.60,+06:23:16.332,+06:23:16.5,+06:23:16.728","0.011755","Ia"
"SN1991bg","13.41","-17.8","12:25:03.70,12:25:03.67,12:25:03.71,12:15:40.8","+12:52:15.6,+12:52:15.54,+12:52:15.8,+12:52:15.5,+08:14:24","0.003539","Ia Pec"
"SN2002cs","14.5","-19","18:46:59.96","+45:42:19.7","0.01577","Ia"
"SN2004gu","17.34","-18.98","12:46:24.72","+11:56:56.1,+11:56:56.04","0.045858,0.046897,0.045859","Ia Pec"
"SN1999aw","16.8","-19.41","11:01:36.37","-06:06:31.6","0.0391","Ia"
"SN2008ec","15.46","-18.8424","23:03:16.56","+08:52:19.8","0.016317","Ia"
"SN2018eqq","13.36","-20.9","03:06:55.160,03:06:55.152","+41:30:32.90,+41:30:32.76","0.016","Ia"
"SN2002dj","14.04","-18.8","13:13:00.34","-19:31:08.7","0.009393","Ia"
"SN2008hm","16.06","-18.65","03:27:10.90,03:27:10.889,03:27:10.896","+46:56:39.6,+46:56:39.20,+46:56:39.12","0.0197,0.0192,0.0197,0.0194","Ia"
"PTF11dec","19.214","-19","14:18:40.107,14:18:40.08,14:18:40.106,14:18:40.04","+54:10:59.00,+54:10:59.16,+54:10:58.8,+54:10:58.98,+54:10:59.1,+54:10:58.99","0.097","Ia"
"SN2005eu","16.81","-19.1536","02:27:43.30,02:27:43.224,02:27:43.26","+28:10:37.8,+28:10:37.2,+28:10:36.6","0.034901","Ia"
"LSQ13vy","17.71","-18.1","16:06:55.85,16:06:55.81","+03:00:15.1,+03:00:15.23,+03:00:15.4","0.032","Ia"
"SN2006ef","15.5","-19.2","02:04:19.51","-08:43:42.2,-08:43:42.20","0.017006,0.017884","Ia"
"LSQ12hzj","16.7","-18.9","09:59:12.43","-09:00:08.3,-09:00:08.25","0.029","Ia"
"SN2000fa","15.85","-18.9","07:15:29.88","+23:25:42.4","0.02127,0.02127","Ia"
"SN2006ac","15.97","-18.8","12:41:44.90,12:41:44.88,12:41:44.86","+35:04:07.4,+35:04:07.32,+35:04:07.1","0.023106","Ia"
"SN2010gy","18.276","-22.36","02:27:12.00,02:27:12.037,02:27:12.024,02:27:12.04,02:27:12.036","-04:32:05.2,-04:32:04.87,-04:32:04.92,-04:32:04.9","0.2867,0.0696,0.0708,0.0722","Ia"
"SN1998dm","14.25","-17.6","01:26:13.97","-06:06:14.0","0.006541,0.009006","Ia"
"SN2005bo","15.33","-17.6","12:49:41.03,12:49:41.04","-11:05:47.4,-11:05:47.76,-11:05:47.40,-11:05:47.3","0.015013,0.013896","Ia"
"SN2012ca","12.81","-21.8","18:41:07.25,18:41:07.06","-41:47:38.4,-41:47:37.4","0.019","Ia CSM"
"SN2007bj","15.1","-19.254","16:22:10.59,16:22:10.589","-01:30:51.4,-01:30:51.33","0.016708","Ia"
"SN2017cbv","11.5","-19.742","14:32:34.420","-44:08:02.74","0.003999","Ia"
"SN2017cfd","13.46","-20.188","08:40:49.150,08:40:49.2,08:40:49.10","+73:29:15.14,+73:29:15,+73:29:15.0","0.012085","Ia"
"SN2001bg","12.8","-18.8","08:35:18.86,08:35:18.96","+28:28:05.8,+28:28:05.88","0.007122","Ia"
"SN2018beq","17.35","-20.7","10:05:55.861,10:05:55.92","+34:29:52.16,+34:29:52.08","0.092","Ia"
"SN1954B","12.3","-19.8","14:33:24.09,14:33:24.13,14:33:24.1","+04:26:41.6,+04:26:42.41,+04:26:42.0,+04:26:42.4","0.00609","Ia"
"SN1999dk","0.006","-33.7","01:31:26.92","+14:17:05.7","0.01496,0.01496","Ia"
"OGLE-2013-SN-039","18.94","-19","00:22:33.02,00:22:33.01","-72:53:41.9,-72:53:41.8","0.08,0.09","Ia"
"SN2013cv","15.89","-20.1","16:22:43.16","+18:57:35.6","0.035","Ia-91T"
"SN2018izd","16.7","-19","07:02:54.630,07:02:54.63,07:02:54.72","+33:50:15.37,+33:50:15.0,+33:50:15","0.03","Ia"
"SN1998es","13.45","-19.41","01:37:17.60","+05:52:50.6","0.01057,0.01057","Ia Pec"
"SN2007bd","16.55","-19.07","08:31:32.872,08:31:33.36,08:31:33.28","-01:11:52.02,-01:11:57.98,-01:11:58.0","0.031939,0.031018","Ia"
"SN2005ey","19.46","-19.4","02:17:05.616,02:17:05.5,02:17:05.496,02:17:05.448,02:17:05.50","+00:16:50.88,+00:16:49,+00:16:49.1,+00:16:48.7,+00:16:49.073,+00:16:49.08","0.13,0.13","Ia"
"SN2005ff","19.09","-18.8","22:30:41.040,22:30:41.4,22:30:41.52,22:30:41.28,22:30:41.41","-00:46:34.47,-00:46:36,-00:46:35.724,-00:46:35.904,-00:46:35.7204,-00:46:35.8932,-00:46:35.8,-00:46:35.76","0.0837,0.0841","Ia"
"SN2015bq","15.86","-19.6353","12:35:06.37,12:35:06.26","+31:14:35.4,+31:14:35.6","0.028178","Ia"
"SN2003gt","15.07","-19.1424","20:32:59.12","+09:52:19.3","0.015657","Ia"
"DES17C3eg","20.32","-18.31","03:34:24.58","-27:38:02.2","0.117","Ia"
"SN2005gb","18.65","-19.3124","01:16:12.600,01:16:12.6,01:16:12.576,01:16:12.58","+00:47:30.90,+00:47:31,+00:47:31.02,+00:47:30.59,+00:47:30.973,+00:47:30.599,+00:47:31.0,+00:47:31.01","0.08656,0.086578","Ia"
"SN2005ir","18.34","-19.3126","01:16:43.752,01:16:43.8,01:16:43.776,01:16:43.87,01:16:43.76","+00:47:40.36,+00:47:41,+00:47:40.6,+00:47:40.67,+00:47:40.27,+00:47:40.661,+00:47:40.279,+00:47:37.30,+00:47:40.4","0.075254","Ia"
"SN2007hx","19.05","-18.7063","02:06:27.288,02:06:27.048,02:06:27.072,02:06:27.07,02:06:27.08","-00:53:57.57,-00:53:58.668,-00:53:58.38,-00:53:58.65,-00:53:58.30,-00:53:58.3","0.078873,0.079443","Ia"
"PS15tb","14.91","-20.58","08:59:34.91,08:59:34.8","+45:55:34.3,+45:55:32.88,+45:55:32.9","0.0281","Ia"
"SN2002eb","16.11","-19.3349","22:19:05.24","+24:35:39.8","0.027536","Ia"
"SN2005de","15.51","-18.6355","18:02:23.36","+26:03:07.7","0.015184","Ia"
"SN2006gj","17.18","-18.1","03:17:35.80,03:17:35.81","-01:41:30.2,-01:41:30.19","0.02829,0.02775,0.02777,0.02835","Ia"
"SN2000dk","15.4","-18","01:07:23.52","+32:24:23.2","0.01744,0.01744","Ia"
"SN2006dm","15.96","-18.9964","23:41:47.84","-03:40:08.4","0.022019","Ia"
"SN2006gr","16.43","-19.46","22:32:22.67,22:32:22.56","+30:49:43.3,+30:49:43.32","0.034601,0.034597","Ia"
"PS1-10w","16.6","-19.149","10:42:41.887,10:42:41.76,10:42:41.888,10:42:41.89,10:42:41.889","+58:50:37.77,+58:50:38.04,+58:50:37.78,+58:50:37.8,+58:50:37.72","0.03164","Ia"
"SN2001da","15.14","-19","23:53:32.78","+08:07:02.6","0.017195","Ia"
"SN2006ob","18.1","-18.82","01:51:48.505,01:51:48.144,01:51:48.12,01:51:48.11","+00:15:50.00,+00:15:47.92,+00:15:47.923,+00:15:47.75,+00:15:48.30,+00:15:48.3","0.059238,0.058254,0.059239","Ia"
"SN2009ad","15.6","-19.54","05:03:33.38,05:03:33.393,05:03:33.384","+06:39:35.7,+06:39:35.82,+06:39:36","0.02834","Ia"
"SN1960F","10.6","-20.06","12:31:42.05,12:31:42.06","+03:56:47.7,+03:56:47.9,+03:56:47.8","0.00312,0.00323,0.00337,0.00341,0.00398","Ia"
"SN2011fs","15.26","-19.58","22:17:19.52","+35:34:50.0,+35:36:50.0","0.0209,0.0177","Ia"
"SN2008ds","15.41","-19.63","00:29:50.83,00:29:50.820","+31:23:33.9,+31:23:33.88","0.02103","Ia Pec"
"SN2009bf","17.69","-18.9","12:06:51.67,12:06:51.6","+26:57:36.6,+26:57:36.72,+26:57:36.7","0.046","Ia"
"SN2009D","15.82","-18.3","03:54:22.83,03:54:22.817,03:54:22.776","-19:10:54.2,-19:10:54.56,-19:10:54.84","0.025007","Ia"
"SN2009fv","15.57","-18.7","16:29:44.22,16:29:44.191,16:29:44.16","+40:48:41.8,+40:48:41.44,+40:48:41.4","0.0293,0.0294,0.0293","Ia"
"SN1993L","13.86","-17.5","22:57:52.86,22:57:52.81,22:57:52.87","-35:51:26.8,-35:51:26.98,-35:51:27.0","0.006616","Ia"
"SN2007F","15.88","-19.38","13:03:15.08,13:03:15.12","+50:37:07.7,+50:37:07.68","0.023591","Ia"
"SN2009nr","13.7","-19.6","13:10:58.95,13:10:58.94","+11:29:29.3,+11:29:29.6","0.011224","Ia"
"SN2018gfg","18.96","-18.9","20:59:09.740,20:59:09.84","-14:15:47.47,-14:15:47.16","0.082","Ia"
"SN2005bl","16.8","-18.6","12:04:12.24,12:04:12.26","+20:24:24.6,+20:24:24.48,+20:24:24.84,+20:24:24.8","0.02406,0.025112,0.02513,0.02406","Ia Pec"
"SN1992bc","15.12","-19.3","03:05:16.05,03:05:17.28","-39:33:34.6,-39:33:39.7","0.0186,0.0179,0.0208,0.0194,0.0202,0.0234","Ia"
"SN2002cd","15.64","-17.8","20:23:34.42","+58:20:47.4","0.010344","Ia"
"Gaia16aks","13.45","-20.6548","03:08:48.48,03:08:48.443,03:08:48.456","-35:13:51.24,-35:13:50.89,-35:13:50.88","0.014903","Ia"
"SN2004as","16.68","-19.0256","11:25:39.18","+22:49:49.4","0.031021","Ia"
"SN2004bg","14.9","-20","11:21:01.53","+21:20:23.4","0.021035","Ia"
"PTF10duy","18.31","-19.4","13:57:11.07,13:57:11.04","+40:09:47.9,+40:09:47.88","0.079","Ia"
"SN2016agd","17.04","-21.6","12:26:59.57,12:26:59.56","+11:28:32.8,+11:28:32.9","0.12",".Ia"
"SN2007as","15.8","-18.7039","09:27:36.01,09:27:36.00","-80:10:39.2,-80:10:39.36","0.017896,0.017896","Ia"
"SN2014ao","15.93","-18","08:34:33.32","-02:32:36.1","0.014","Ia"
"SN2017iyw","15.27","-19.63","08:13:30.627,08:13:30.72,08:13:30.74,08:13:30.63","+71:25:45.13,+71:25:44.4,+71:25:44.2,+71:25:45.12","0.0215","Ia"
"SN2002cv","13.95","-17.8","10:18:03.68","+21:50:06.2,+21:50:06.0","0.00424,0.00424","Ia"
"SN2005hr","19.4","-19.3","03:18:33.816,03:18:33.8,03:18:33.792,03:18:33.83","+00:07:24.03,+00:07:24,+00:07:24.06,+00:07:23.77,+00:07:24.028,+00:07:23.768,+00:07:24.1","0.12,0.12","Ia"
"SN2002de","16","-19.5","16:16:30.38","+35:42:30.2","0.028116","Ia"
"SN2005df","12.37","-18.4","04:17:37.85","-62:46:09.5","0.004316","Ia"
"SN2007qe","15.98","-18.78","23:54:12.98,23:54:12.96","+27:24:33.0,+27:24:33.12,+27:24:33.4","0.0201,0.0203,0.0239","Ia"
"SN2011de","15.05","-20.5222","15:43:53.25,15:43:53.28","+67:45:42.5,+67:45:43.2","0.029187","Ia Pec?"
"PSc080064","18.61","-18.736","03:29:42.071,03:29:42.070","-27:52:38.11,-27:52:38.10","0.06548","Ia"
"SN2016dxc","15.43","-23.16","09:09:51.11,09:09:51.12","+47:53:47.9,+47:53:48.12","0.115","Ia"
"SN1984A","12.1","-19","12:26:55.73,12:26:55.71,12:26:55.75","+15:03:17.1,+15:03:17.72,+15:03:18.0,+15:03:17.7","-0.00092","Ia"
"SN2007ba","17.4","-18.28","15:16:41.814,15:16:42.72,15:16:42.63","+07:23:48.92,+07:23:47.80,+07:23:47.8","0.038513,0.039055,0.038513","Ia Pec"
"SN2008gl","16.2","-19.7074","01:20:54.82,01:20:54.820,01:20:54.792","+04:48:19.1,+04:48:19.22,+04:48:19.116","0.034017","Ia"
"SN2004gc","17","-18.6839","05:21:49.94,05:21:49.95","+06:40:33.71,+06:40:33.7","0.030715,0.032089","Ia"
"SN2008ia","15.8","-19.2129","08:50:35.15,08:50:35.04","-61:16:40.6,-61:16:40.44","0.022597","Ia"
"SN2001cj","15.5","-19.6656","13:21:44.85","+31:14:48.6","0.024233","Ia"
"SN2006lu","17.6","-19.0711","09:15:17.63,09:15:17.52","-25:36:00.3,-25:36:00.36","0.0481889","Ia"
"SN2001cp","15.66","-19.3","17:11:02.58,17:11:02.65","+05:50:26.8,+05:50:27.8","0.022402","Ia"
"SN2007ai","17.06","-18.74","16:12:53.74,16:12:53.76","-21:37:48.7,-21:37:48.72","0.031987,0.031662,0.031987","Ia"
"SN2005mc","16.89","-18.39","08:27:06.36,08:27:6.24","+21:38:45.6,+21:38:45.60","0.026006,0.025221","Ia"
"SN2016eoa","14.54","-20.3","00:21:23.100,00:21:23.059,00:21:23.06","+22:26:08.30,+22:26:07.44,+22:26:07.4","0.021","Ia"
"SN2000ca","15.34","-19.4","13:35:22.98","-34:09:37.0","0.02362","Ia"
"SN2006fz","19.25","-19.133","00:16:41.35,00:16:41.314,00:16:41.3496,00:16:41.3136","-00:25:28.3,-00:25:28.344,-00:25:28.668,-00:25:28.686","0.1047","Ia"
"SN2006ot","17.4","-19.4449","02:15:04.84,02:15:4.85","-20:45:58.2,-20:45:58.32","0.05294,0.052155,0.05219,0.05294","Ia Pec"
"LSQ12fxd","16.29","-19.4","05:22:16.99,05:22:17.02","-25:35:47.0,-25:35:47.01,-25:35:47.1","0.031","Ia"
"SN2010dm","17.07","-18.76","12:11:33.36,12:11:33.322,12:11:33.31,12:11:33.319,12:11:33.320","+47:16:28.56,+47:16:29.36,+47:16:29.1,+47:16:29.33","0.0328,0.0337","Ia"
"PS15cku","15.71","-19.3","01:24:22.53","+03:35:15.2","0.023","Ia"
"SN2017edw","15.79","-20.6308","10:52:04.440,10:52:04.56,10:52:04.45","+11:35:41.69,+11:35:42,+11:35:41.9","0.042996","Ia"
"SN2004bv","13.95","-18.7","20:25:06.34","-24:48:53.7","0.01061","Ia"
"SN2005kc","15.45","-18.2","22:34:07.34,22:34:7.44","+05:34:06.3,+05:34:06.31","0.01512,0.01389,0.01512","Ia"
"SN2018be","19.28","-19.92","01:08:49.000","-76:42:47.60","0.151","Ia"
"ASASSN-14bb","14.95","-20","12:14:11.30,12:14:11.28","+38:39:40.8,+38:39:40.68,+38:39:39.96","0.022,0.023","Ia"
"SN1995al","12.7","-19.5","09:50:55.97","+33:33:09.4","0.00514,0.00514,0.00577,0.00643,0.00661,0.00754,0.00756,0.00763,0.00788,0.00799","Ia"
"SN2005jz","20.84","-18.2575","01:31:27.07,01:31:27.1,01:31:27.048,01:31:27.024","-00:37:54.0,-00:37:54,-00:37:53.832,-00:37:53.976,-00:37:53.8248,-00:37:53.9904","0.144341","Ia"
"SN2011jq","17.55","-18.3","05:16:41.54,05:16:41.55","+06:29:29.4,+06:29:30.2,+06:29:29.40","0.033","Ia"
"SN2016efy","17.63","-17","02:58:29.286,02:58:29.28,02:58:29.304","+40:03:52.75,+40:03:52.92,+40:03:52.56","0.02","Ia"
"SN2005hu","20.93","-19.1133","21:54:40.80,21:54:40.8,21:54:40.79","+00:24:47.8,+00:24:48,+00:24:48.35,+00:24:48.06,+00:24:48.074,+00:24:48.4","0.2197,0.220282","Ia"
"SN1999da","0.13","-33.5","17:35:22.96","+60:48:49.3","0.01269,0.01269","Ia"
"SN2005fn","18.8","-19.4","20:48:53.05,20:48:53.1,20:48:53.04","+00:11:28.0,+00:11:28,+00:11:28.1,+00:11:28.086,+00:11:27.791,+00:11:28.02","0.095","Ia"
"SN2008Q","13.24","-19","01:24:57.23,01:24:57.207","+09:33:01.5,+09:33:01.30","0.007935","Ia"
"SN2009jr","16","-18.33","20:26:26.03,20:26:26.013,20:26:25.92","+02:54:32.1,+02:54:31.73,+02:54:32.004","0.0165,0.0156,0.0165","Ia"
"LSQ12agq","18.42","-18.9","10:17:41.65,10:17:41.67","-07:24:54.4,-07:24:54.45","0.064","Ia"
"SN2005ia","20.63","-19.72","01:11:35.02,01:11:35.0,01:11:35.04,01:11:35.016,01:11:35.03","-00:00:21.0,-00:00:21,-00:00:21.204,-00:00:21.492,-00:00:21.2256,-00:00:21.5028,-00:00:21.2","0.253","Ia"
"SN2014bj","17.46","-19.1","19:22:39.15","+43:53:26.9","0.045","Ia"
"SN2017eea","17.3","-20","12:23:54.190,12:23:54.24","+09:07:27.81,+09:07:28.344","0.06","Ia"
"SN1982B","13.35","-19.2","07:14:33.72,07:14:33.61,07:14:33.7","+84:23:11.7,+84:23:12.0","0.00665,0.00727,0.00665","Ia"
"SN1999ej","15.45","-18.2","01:22:57.38","+33:27:58.0","0.01372","Ia"
"SN2016blc","13.96","-19.7","10:48:49.438,10:48:49.44,10:48:49.34","-20:15:49.08,-20:15:49.1,-20:15:50.4,-20:15:50.2","0.012","Ia"
"SN2008bf","15.56","-19.44","12:04:02.90","+20:14:42.6","0.024027","Ia"
"SN2001cz","14.7","-19.1","12:47:30.17","-39:34:48.1","0.01538","Ia"
"SN2003he","16.1","-19.1773","23:58:57.05,23:58:57.058","-02:14:53.1,-02:14:53.19","0.025504","Ia"
"SN2018bdg","18.22","-20","11:59:37.001,11:59:36.96,11:59:37.00","+27:31:50.05,+27:31:50.16,+27:31:50.0","0.09","Ia-91T"
"SDSS-II SN 7017","19.95","-20.537","02:05:27.68,02:05:27.7,02:05:27.672","-00:29:52.5,-00:29:53,-00:29:52.476,-00:29:52.4796,-00:29:52.6848","0.2684","Ia"
"SN2006E","13.6","-16.8","13:53:28.65,13:53:28.56,13:53:28.52","+05:12:22.8,+05:12:22.284,+05:12:22.32,+05:12:22.2","0.0027,0.002686","Ia"
"SN2015H","16.37","-17.345","10:54:42.16","-21:04:13.8","0.01246","Ia Pec"
"SN1998ef","14.9","-18.9","01:03:26.87","+32:14:12.4","0.01774,0.01774","Ia"
"SN2005gs","21.17","-19.27","22:13:10.25,22:13:10.2,22:13:10.32","+01:03:02.1,+01:03:02,+01:03:01.944,+01:03:01.728,+01:03:02.0","0.263","Ia"
"PS1-11mz","19.2","-19.1291","12:14:57.100,12:14:57.098,12:14:57.099","+46:50:42.15,+46:50:42.16","0.10217","Ia"
"SN2010cr","16.52","-18.391","13:29:25.03,13:29:25.082,13:29:24.96,13:29:24.26,13:29:25.11","+11:47:46.4,+11:47:46.49,+11:47:46.32,+11:47:49.2,+11:47:47.04","0.02157","Ia"
"PSc190260","19.86","-19.2259","22:15:52.038,22:15:52.036","-00:49:30.57","0.145,0.14359","Ia"
"SN1967C","12.46","-18.8","10:48:25.1,10:48:24.96,10:48:25.2,10:48:25.02","+12:32:43,+12:32:43.08,+12:32:40.0,+12:32:43.5","0.00433,0.00722,0.00742,0.00749","Ia"
"SN1999gh","14.4","-17.9","09:44:19.75,09:44:20.2","-21:16:25.0,-21:16:13.0","0.007679","Ia"
"SN2005fm","19.73","-19.1","20:48:10.320,20:48:10.4,20:48:10.32,20:48:10.37","-01:10:16.93,-01:10:17,-01:10:17.148,-01:10:17.364,-01:10:17.112,-01:10:17.1,-01:10:17.11","0.13,0.13","Ia"
"iPTF14bdn","14.37","-19.832","13:30:44.88","+32:45:42.4","0.01558","Ia"
"SN2017htb","16.31","-19.0799","22:09:38.691,22:09:38.64,22:09:38.72","+17:39:40.10,+17:39:40.32,+17:39:40.4,+17:39:39.96","0.026852","Ia"
"SN1999cp","13.97","-18.9","14:06:31.30,14:06:31.3","-05:26:49.0,-05:26:49","0.00948,0.0104,0.00948,0.00926,0.00994,0.0105","Ia"
"LSQ12aor","19.2","-18.9","10:55:17.63,10:55:17.64","-14:18:01.3,-14:18:01.38","0.093","Ia"
"SN2010kg","15.7","-18.6441","04:40:08.40,04:40:08.4","+07:21:00.0,+07:20:59.82","0.016632","Ia"
"SN2019bkh","14.86","-19.8325","13:08:57.326,13:08:57.36,13:08:57.37,13:08:57.319","+28:16:52.58,+28:16:52.32,+28:16:52.4,+28:16:52.68,+28:16:51.92","0.019512","Ia"
"SN2002cu","16.06","-19.022","18:10:50.40","+31:06:32.3","0.023323","Ia"
"SN2005W","14.15","-18.5","01:50:45.75,01:50:45.77","+21:45:35.6,+21:45:35.28,+21:45:35.4","0.008889","Ia"
"PTF10icb","14.08","-18.813","12:54:49.16,12:54:49.92,12:54:49.78,12:54:49.2,12:54:49.22","+58:52:55.1,+58:52:56.64,+58:52:56.6,+58:52:55.2,+58:52:54.8","0.008544","Ia"
"SN2017cts","16.6","-18.12","17:03:11.760,17:03:11.76,17:03:11.70","+61:27:26.06,+61:27:26.28,+61:27:26.1,+61:27:25.92","0.01976","Ia"
"SN1997cn","15.8","-18.5","14:09:57.76","+17:32:32.3","0.0162,0.0175,0.0162","Ia-91bg"
"SN2001C","14.4","-19.02","06:59:36.10","+59:31:01.6","0.0109,0.0111","Ia"
"LSQ12bld","18.83","-19","13:42:44.020,13:42:44.03,13:42:44.02","+08:05:33.75,+08:05:33.74","0.083","Ia"
"PTF10cwm","18.82","-18.947","12:32:55.41,12:32:55.44","+04:29:11.3,+04:29:11.292","0.07925","Ia"
"SN2006N","14.8","-19","06:08:31.24,06:08:31.248","+64:43:25.1,+64:43:24.96","0.014277","Ia"
"SN2006os","17.14","-18.08","02:55:01.01,02:55:1.10","+16:00:34.8,+16:00:34.92","0.032081,0.032809","Ia"
"SN2008fr","16.68","-19.5","01:11:49.14,01:11:49.224,01:11:49.176","+14:38:27.0,+14:38:26.21,+14:38:26.52","0.039","Ia"
"SN1957B","12.2","-19.01","12:25:02,12:25:02.7,12:25:03.12","+12:54.0,+12:53:58.0,+12:54:00.7","0.00312,0.00375,0.00434,0.00659","Ia"
"SN2006ev","17.18","-18.2699","21:30:59.26,21:30:59.28","+13:59:21.2,+13:59:21.12","0.02873,0.027599,0.02762,0.02873","Ia"
"SN2007ux","15.7","-19.9981","10:09:19.98,10:09:19.939","+14:59:32.8,+14:59:33.07","0.030915","Ia"
"SN2010jn","16.77","-18.4678","09:37:30,09:37:29.83,09:37:30.30","+23:09:38.88,+23:09:41.8,+23:09:33.6","0.025047","Ia"
"PS15aot","17.03","-19","16:28:38.36,16:28:38.33","+39:32:55.2,+39:32:55.9","0.03","Ia"
"SN2016ccj","16.2","-20.1365","17:10:23.919,17:10:24","+26:23:47.89,+26:23:48.48","0.041376","Ia Pec"
"SN2005fv","19.75","-18.9014","03:05:22.42,03:05:22.4,03:05:22.416,03:05:22.43","+00:51:30.1,+00:51:30,+00:51:30.13,+00:51:29.84,+00:51:30.092,+00:51:29.848","0.11819,0.118129","Ia"
"SN2005hx","19.51","-19.1992","00:13:00.13,00:13:00.1,00:13:00.1296,00:13:00.1152","+00:14:53.7,+00:14:54,+00:14:53.63,+00:14:53.3,+00:14:53.603,+00:14:53.318,+00:14:53.6","0.121,0.121242","Ia"
"SN2006hx","16.37","-20.1215","01:13:57.31,01:13:57.312,01:13:57.288","+00:22:18.0,+00:22:18.01,+00:22:17.62,+00:22:18.008,+00:22:17.602,+00:22:18.00","0.044404,0.04444,0.04549","Ia"
"ASASSN-14jg","14.73","-19.3636","23:33:13.90,23:33:13.92","-60:34:11.5,-60:34:12.36","0.014827","Ia"
"ASASSN-15so","13.8","-18.698","11:14:11.037,11:14:11.04","+48:19:07.24,+48:19:07.2,+48:19:07.68","0.007125","Ia"
"SN2005hy","19.68","-19.595","00:14:23.602,00:14:23.6,00:14:23.59,00:14:23.566,00:14:23.5896,00:14:23.5656","+00:19:59.09,+00:19:59,+00:19:58.98,+00:19:58.69,+00:19:58.987,+00:19:58.685,+00:19:59.0","0.1562,0.156291","Ia"
"SN2010ju","15.32","-18.8341","05:41:55.99,05:41:55.968","+18:29:51.0,+18:29:51","0.015244","Ia"
"SN1970J","14.11","-19.5","23:20:12,23:20:12.8,23:20:12.71","+08:11.9,+08:11:56.0,+08:11:52.4","0.0132,0.0135","Ia"
"SN1993Y","16.33","-18","03:31:24.41,03:31:24.40","+39:45:02.7,+39:45:02.87,+39:45:02.6,+39:45:02.9","0.02,0.02","Ia"
"SN1957A","13.45","-17.13","09:21:51.2,09:21:50.4,09:21:51.20","+50:59:52,+50:59:43.0,+50:59:52.0","0.0021","Ia"
"SN2002ef","16.18","-18.9624","23:51:29.54","-13:22:46.4","0.023977","Ia"
"PS1-11w","20.02","-19.49","10:54:43.784,10:54:43.785","+58:37:35.62,+58:37:35.63","0.174","Ia"
"SN2001dl","16","-18.8209","21:21:01.73","+09:10:50.4","0.020694","Ia"
"SN2005fw","19.89","-19.07","03:30:48.960,03:30:49.0,03:30:49.032,03:30:49.008,03:30:49.04","-01:14:15.40,-01:14:17,-01:14:17.088,-01:14:17.34,-01:14:17.2,-01:14:17.16","0.136","Ia"
"SN2006gt","17.8","-18.7096","00:56:17.30","-01:37:46.0,-01:37:45.98","0.044771,0.043641,0.044771","Ia Pec"
"SN2006oa","17.79","-19.4556","21:23:42.960,21:23:42.96,21:23:42.94","-00:50:35.02,-00:50:36.6,-00:50:36.492,-00:50:36.4884,-00:50:36.708,-00:50:36.5","0.062573","Ia"
